ID,duration,wav,wav_format,wav_opts
noise-free-sound-0349_82,1.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0349.wav,wav,
noise-free-sound-0817_83,1.6123125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0817.wav,wav,
noise-free-sound-0205_84,14.389375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0205.wav,wav,
noise-free-sound-0655_85,21.34,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0655.wav,wav,
noise-free-sound-0094_86,5.5898125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0094.wav,wav,
noise-free-sound-0244_87,118.8401875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0244.wav,wav,
noise-free-sound-0108_88,19.3963125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0108.wav,wav,
noise-free-sound-0342_89,13.806,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0342.wav,wav,
noise-free-sound-0124_90,5.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0124.wav,wav,
noise-free-sound-0369_91,4.049,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0369.wav,wav,
noise-free-sound-0459_92,40.3069375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0459.wav,wav,
noise-free-sound-0560_93,269.544,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0560.wav,wav,
noise-free-sound-0541_94,16.37875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0541.wav,wav,
noise-free-sound-0285_95,4.0925,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0285.wav,wav,
noise-free-sound-0335_96,34.0375625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0335.wav,wav,
noise-free-sound-0464_97,8.0831875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0464.wav,wav,
noise-free-sound-0779_98,12.512625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0779.wav,wav,
noise-free-sound-0502_99,73.2,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0502.wav,wav,
noise-free-sound-0576_100,3.732625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0576.wav,wav,
noise-free-sound-0384_101,178.211375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0384.wav,wav,
noise-free-sound-0352_102,10.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0352.wav,wav,
noise-free-sound-0083_103,0.59125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0083.wav,wav,
noise-free-sound-0034_104,20.689,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0034.wav,wav,
noise-free-sound-0048_105,494.6599375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0048.wav,wav,
noise-free-sound-0772_106,4.6535625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0772.wav,wav,
noise-free-sound-0065_107,6.9753125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0065.wav,wav,
noise-free-sound-0284_108,2.786,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0284.wav,wav,
noise-free-sound-0195_109,4.2959375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0195.wav,wav,
noise-free-sound-0123_110,7.5,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0123.wav,wav,
noise-free-sound-0109_111,37.101875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0109.wav,wav,
noise-free-sound-0151_112,53.76,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0151.wav,wav,
noise-free-sound-0187_113,6.4230625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0187.wav,wav,
noise-free-sound-0266_114,34.674625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0266.wav,wav,
noise-free-sound-0016_115,4.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0016.wav,wav,
noise-free-sound-0788_116,34.8718125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0788.wav,wav,
noise-free-sound-0078_117,10.370625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0078.wav,wav,
noise-free-sound-0433_118,42.2370625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0433.wav,wav,
noise-free-sound-0491_119,1.544125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0491.wav,wav,
noise-free-sound-0803_120,14.02775,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0803.wav,wav,
noise-free-sound-0690_121,5.2053125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0690.wav,wav,
noise-free-sound-0362_122,12.875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0362.wav,wav,
noise-free-sound-0761_123,32.3990625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0761.wav,wav,
noise-free-sound-0084_124,19.4194375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0084.wav,wav,
noise-free-sound-0328_125,0.7181875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0328.wav,wav,
noise-free-sound-0775_126,29.5101875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0775.wav,wav,
noise-free-sound-0478_127,8.5195,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0478.wav,wav,
noise-free-sound-0021_128,18.0453125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0021.wav,wav,
noise-free-sound-0121_129,44.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0121.wav,wav,
noise-free-sound-0501_130,12.0079375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0501.wav,wav,
noise-free-sound-0168_131,1.344,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0168.wav,wav,
noise-free-sound-0799_132,5.6319375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0799.wav,wav,
noise-free-sound-0608_133,3.5265,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0608.wav,wav,
noise-free-sound-0821_134,3.3436875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0821.wav,wav,
noise-free-sound-0641_135,35.1346875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0641.wav,wav,
noise-free-sound-0259_136,14.7069375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0259.wav,wav,
noise-free-sound-0134_137,2.513375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0134.wav,wav,
noise-free-sound-0340_138,33.672,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0340.wav,wav,
noise-free-sound-0738_139,27.89875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0738.wav,wav,
noise-free-sound-0486_140,6.4098125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0486.wav,wav,
noise-free-sound-0081_141,21.5824375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0081.wav,wav,
noise-free-sound-0633_142,18.272625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0633.wav,wav,
noise-free-sound-0771_143,3.1579375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0771.wav,wav,
noise-free-sound-0531_144,46.7388125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0531.wav,wav,
noise-free-sound-0823_145,2.749125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0823.wav,wav,
noise-free-sound-0326_146,16.0775,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0326.wav,wav,
noise-free-sound-0112_147,1.0144375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0112.wav,wav,
noise-free-sound-0755_148,14.4195625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0755.wav,wav,
noise-free-sound-0801_149,6.01075,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0801.wav,wav,
noise-free-sound-0250_150,8.6204375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0250.wav,wav,
noise-free-sound-0152_151,97.156,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0152.wav,wav,
noise-free-sound-0380_152,0.144,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0380.wav,wav,
noise-free-sound-0315_153,2.7838125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0315.wav,wav,
noise-free-sound-0388_154,4.382375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0388.wav,wav,
noise-free-sound-0237_155,5.302875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0237.wav,wav,
noise-free-sound-0607_156,20.0098125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0607.wav,wav,
noise-free-sound-0367_157,1.044875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0367.wav,wav,
noise-free-sound-0226_158,26.1973125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0226.wav,wav,
noise-free-sound-0343_159,2.809625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0343.wav,wav,
noise-free-sound-0564_160,0.1035625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0564.wav,wav,
noise-free-sound-0052_161,5.6641875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0052.wav,wav,
noise-free-sound-0038_162,0.9133125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0038.wav,wav,
noise-free-sound-0749_163,1.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0749.wav,wav,
noise-free-sound-0377_164,8.986125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0377.wav,wav,
noise-free-sound-0540_165,3.0040625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0540.wav,wav,
noise-free-sound-0614_166,30.0,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0614.wav,wav,
noise-free-sound-0027_167,23.04,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0027.wav,wav,
noise-free-sound-0543_168,4.356,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0543.wav,wav,
noise-free-sound-0179_169,2.813,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0179.wav,wav,
noise-free-sound-0416_170,14.9700625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0416.wav,wav,
noise-free-sound-0666_171,13.685625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0666.wav,wav,
noise-free-sound-0516_172,1.0991875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0516.wav,wav,
noise-free-sound-0241_173,52.6185,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0241.wav,wav,
noise-free-sound-0691_174,10.0693125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0691.wav,wav,
noise-free-sound-0044_175,4.5975625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0044.wav,wav,
noise-free-sound-0200_176,8.75875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0200.wav,wav,
noise-free-sound-0765_177,0.20275,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0765.wav,wav,
noise-free-sound-0526_178,1.4186875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0526.wav,wav,
noise-free-sound-0555_179,21.577125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0555.wav,wav,
noise-free-sound-0537_180,12.1733125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0537.wav,wav,
noise-free-sound-0096_181,7.7841875,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0096.wav,wav,
noise-free-sound-0456_182,28.96325,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0456.wav,wav,
noise-free-sound-0827_183,0.548,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0827.wav,wav,
noise-free-sound-0682_184,18.18125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0682.wav,wav,
noise-free-sound-0425_185,1.410625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0425.wav,wav,
noise-free-sound-0697_186,6.112625,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0697.wav,wav,
noise-free-sound-0131_187,55.597375,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0131.wav,wav,
noise-free-sound-0539_188,1.515125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0539.wav,wav,
noise-free-sound-0127_189,2.448,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0127.wav,wav,
noise-free-sound-0613_190,28.5518125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0613.wav,wav,
noise-free-sound-0382_191,60.552,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0382.wav,wav,
noise-free-sound-0153_192,72.1493125,/home/pdnguyen/Identification_ASR_practice/Noise/noise/pointsource_noises/noise-free-sound-0153.wav,wav,
